,WRIST_x,WRIST_y,THUMB_CMC_x,THUMB_CMC_y,THUMB_MCP_x,THUMB_MCP_y,THUMB_IP_x,THUMB_IP_y,THUMB_TIP_x,THUMB_TIP_y,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_TIP_x,RING_FINGER_TIP_y,PINKY_MCP_x,PINKY_MCP_y,PINKY_PIP_x,PINKY_PIP_y,PINKY_DIP_x,PINKY_DIP_y,PINKY_TIP_x,PINKY_TIP_y,GESTURE
0,0.2666794955730438,0.6915597319602966,0.2766396701335907,0.6428701877593994,0.30238503217697144,0.6169747710227966,0.3273733854293823,0.6242741942405701,0.3431131839752197,0.6407562494277954,0.3067474663257599,0.5935853719711304,0.3464145362377167,0.5759310722351074,0.37028077244758606,0.5685086250305176,0.38996201753616333,0.5630019307136536,0.3090481460094452,0.6242731213569641,0.3519618809223175,0.6029858589172363,0.3769580125808716,0.5915371775627136,0.3976307213306427,0.5820449590682983,0.31121909618377686,0.6626325249671936,0.3546662926673889,0.6615534424781799,0.3445335328578949,0.6656078696250916,0.32987117767333984,0.6655321717262268,0.31345149874687195,0.7015484571456909,0.34546738862991333,0.6950476765632629,0.33712929487228394,0.6957428455352783,0.3247240483760834,0.6967886090278625,4.0
1,0.25708481669425964,0.6963021755218506,0.27222540974617004,0.6466243267059326,0.3049815893173218,0.6256665587425232,0.33430251479148865,0.643415629863739,0.34819212555885315,0.6661264300346375,0.3056848347187042,0.5914027690887451,0.34555181860923767,0.5758838653564453,0.3693622350692749,0.5654956102371216,0.3885984420776367,0.5548838973045349,0.3050585389137268,0.6209274530410767,0.3511253297328949,0.6021461486816406,0.37917226552963257,0.5900622606277466,0.40210381150245667,0.5771887898445129,0.304861456155777,0.6585169434547424,0.3537631630897522,0.658181369304657,0.34244728088378906,0.6670144200325012,0.3262059688568115,0.6688645482063293,0.3054286539554596,0.6982445120811462,0.3421970009803772,0.6933229565620422,0.3327373266220093,0.6943293213844299,0.31806281208992004,0.6932622194290161,4.0
2,0.2531540095806122,0.7011042833328247,0.26921647787094116,0.6498026251792908,0.3031024932861328,0.6274682283401489,0.33370718359947205,0.6431926488876343,0.3495748043060303,0.6659748554229736,0.306291788816452,0.59295254945755,0.34617406129837036,0.5754693150520325,0.36965250968933105,0.5650858283042908,0.3891756236553192,0.5556582808494568,0.30605965852737427,0.6225730180740356,0.35129493474960327,0.601605236530304,0.3790920376777649,0.5880311131477356,0.4026956856250763,0.575865626335144,0.30572131276130676,0.6593275666236877,0.35418328642845154,0.6586480736732483,0.3412805497646332,0.666787326335907,0.32495471835136414,0.6690996289253235,0.30565354228019714,0.6984090805053711,0.34322604537010193,0.6940178871154785,0.33342400193214417,0.6954256892204285,0.3192579448223114,0.6941923499107361,4.0
3,0.2527007460594177,0.7037114500999451,0.27019578218460083,0.6497787833213806,0.30399176478385925,0.6267034411430359,0.3346009850502014,0.6396004557609558,0.35133668780326843,0.6603915691375732,0.30698755383491516,0.5917261242866516,0.347075492143631,0.5746057033538818,0.3707520663738251,0.5649882555007935,0.3903998136520386,0.5558168292045593,0.3062838017940521,0.6211978197097778,0.35186782479286194,0.600245475769043,0.3789638876914978,0.5880606770515442,0.401145875453949,0.5765497088432312,0.30612707138061523,0.6575159430503845,0.3551725745201111,0.6573576927185059,0.3439687490463257,0.6665534377098083,0.32844358682632446,0.6694059371948242,0.3065042495727539,0.6962831020355225,0.3437635004520416,0.6937748789787292,0.3342577815055847,0.6965706944465637,0.32042866945266724,0.6961967349052429,4.0
4,0.2533418536186218,0.7047195434570312,0.27177006006240845,0.6496769785881042,0.3059949278831482,0.6258248090744019,0.3367670178413391,0.6399081349372864,0.3524620234966278,0.6632691621780396,0.3075233995914459,0.5896183848381042,0.3473148047924042,0.5721786022186279,0.3707786798477173,0.5623323917388916,0.39052411913871765,0.552866518497467,0.30667734146118164,0.6194134950637817,0.3517693281173706,0.5990567803382874,0.3789776563644409,0.5859228372573853,0.40148186683654785,0.5738696455955505,0.30666378140449524,0.6560221910476685,0.35583654046058655,0.6584485769271851,0.34439384937286377,0.6663194298744202,0.32874953746795654,0.668192982673645,0.30735254287719727,0.695024311542511,0.3437787890434265,0.6927738189697266,0.3339002728462219,0.6953075528144836,0.3201918601989746,0.6950843930244446,4.0
5,0.25355780124664307,0.7001428604125977,0.2723722755908966,0.6451700329780579,0.3064102828502655,0.6203550696372986,0.33687514066696167,0.635050356388092,0.35265886783599854,0.6586163640022278,0.3074322044849396,0.5860234498977661,0.3468687832355499,0.5678116083145142,0.3699565529823303,0.5586814880371094,0.3896523416042328,0.5497726202011108,0.30598559975624084,0.6159517168998718,0.35148322582244873,0.594573974609375,0.3785528540611267,0.5817822813987732,0.4009561240673065,0.569900393486023,0.30569493770599365,0.6530067324638367,0.3559703826904297,0.6536257266998291,0.34399592876434326,0.6623790860176086,0.32791072130203247,0.6649633646011353,0.30664679408073425,0.6926802396774292,0.34362655878067017,0.6901422142982483,0.3334212601184845,0.6925114989280701,0.31949615478515625,0.692018449306488,4.0
6,0.25575634837150574,0.6918901205062866,0.2749992609024048,0.6415822505950928,0.30784812569618225,0.6168540716171265,0.33730679750442505,0.6304475665092468,0.35213202238082886,0.6496807932853699,0.309160053730011,0.5776802897453308,0.34866464138031006,0.5612974166870117,0.37222611904144287,0.5525399446487427,0.39185571670532227,0.5433695316314697,0.3072338402271271,0.6046456098556519,0.3528623580932617,0.5864626169204712,0.38018977642059326,0.5761158466339111,0.40258535742759705,0.5649487972259521,0.30649876594543457,0.6400842666625977,0.35504043102264404,0.646865725517273,0.3432631492614746,0.6607266068458557,0.3281693756580353,0.6637798547744751,0.3071849048137665,0.6799581050872803,0.34279388189315796,0.6862501502037048,0.3322030305862427,0.6915899515151978,0.3188333511352539,0.6897913217544556,4.0
7,0.2587912380695343,0.6783090829849243,0.27889499068260193,0.6328974962234497,0.3126795291900635,0.6094497442245483,0.3417727053165436,0.6237072944641113,0.3553521931171417,0.6414369940757751,0.3133103549480438,0.5646483898162842,0.35283133387565613,0.548567533493042,0.3763130307197571,0.5397986769676208,0.3956298232078552,0.5306667685508728,0.30995842814445496,0.5901297926902771,0.3544517159461975,0.5763530135154724,0.38203224539756775,0.566672682762146,0.4050716459751129,0.5551360845565796,0.3075811564922333,0.6234286427497864,0.35640522837638855,0.6333324313163757,0.3471183180809021,0.649644672870636,0.33382338285446167,0.6536701321601868,0.3072037398815155,0.6611109972000122,0.34350499510765076,0.6703023314476013,0.33521851897239685,0.6773949861526489,0.32354018092155457,0.6762829422950745,4.0
8,0.26083964109420776,0.6587367057800293,0.28111881017684937,0.6121176481246948,0.3110189735889435,0.5832721590995789,0.33788272738456726,0.5881234407424927,0.35326632857322693,0.602730393409729,0.3161250352859497,0.5421875715255737,0.35514160990715027,0.5250820517539978,0.37829238176345825,0.516650915145874,0.39696013927459717,0.5098428726196289,0.3123696446418762,0.5668951869010925,0.3566291928291321,0.5536442399024963,0.38334789872169495,0.5449544787406921,0.40507450699806213,0.5351815223693848,0.309652179479599,0.6008257865905762,0.35581859946250916,0.6119333505630493,0.3524485230445862,0.6338971257209778,0.3434641659259796,0.6444781422615051,0.3077344298362732,0.6387768983840942,0.34294483065605164,0.6521750092506409,0.3396361768245697,0.6624444723129272,0.33237192034721375,0.6652538776397705,4.0
9,0.26249822974205017,0.633598268032074,0.2846013009548187,0.5888728499412537,0.31564852595329285,0.5598498582839966,0.3423506021499634,0.5640577077865601,0.35648834705352783,0.5790190696716309,0.3203573524951935,0.5160447955131531,0.35910820960998535,0.49977412819862366,0.3824318051338196,0.4919078052043915,0.401449054479599,0.4860613942146301,0.3153233528137207,0.5394392013549805,0.3582901954650879,0.5288928747177124,0.38474783301353455,0.5205884575843811,0.40641531348228455,0.5120751261711121,0.31085413694381714,0.5729823112487793,0.35729700326919556,0.589303731918335,0.3528924584388733,0.6107116341590881,0.3430703580379486,0.6200569272041321,0.3074558973312378,0.6127561926841736,0.34390339255332947,0.6278883218765259,0.33939144015312195,0.6388418078422546,0.33036720752716064,0.6416041851043701,4.0
10,0.2621733844280243,0.6166467666625977,0.2860996723175049,0.5761074423789978,0.3193117380142212,0.5519109964370728,0.34726467728614807,0.5619925260543823,0.3590482175350189,0.580276370048523,0.32131102681159973,0.497660756111145,0.3586139976978302,0.48137378692626953,0.38049378991127014,0.47062453627586365,0.39806222915649414,0.4600737690925598,0.3172498941421509,0.5192044377326965,0.3598308265209198,0.5095822215080261,0.383831262588501,0.49870947003364563,0.40348783135414124,0.4842071533203125,0.3136444389820099,0.5511598587036133,0.35944557189941406,0.57157963514328,0.35062727332115173,0.5933619737625122,0.33818402886390686,0.5975363850593567,0.311638206243515,0.5910947322845459,0.34813210368156433,0.6102359890937805,0.3388403654098511,0.6204313039779663,0.3262544572353363,0.6183406710624695,4.0
11,0.26168209314346313,0.598475992679596,0.2842538058757782,0.5528480410575867,0.3166489601135254,0.5253885984420776,0.3446066081523895,0.5345014333724976,0.355758398771286,0.5566151738166809,0.31883808970451355,0.47400468587875366,0.3558562099933624,0.4610499143600464,0.37732207775115967,0.45014137029647827,0.39402055740356445,0.437496155500412,0.31517061591148376,0.4973703622817993,0.35815855860710144,0.4883798062801361,0.3816582262516022,0.47675222158432007,0.40094298124313354,0.45999300479888916,0.31173238158226013,0.5294885635375977,0.3560855984687805,0.5501461029052734,0.34574341773986816,0.5695429444313049,0.3327616751194,0.5715098977088928,0.3096461594104767,0.569107711315155,0.3448620140552521,0.587431788444519,0.33482399582862854,0.5968847274780273,0.3222467303276062,0.5947751998901367,4.0
